Year	Name	IDrs	At-Bats	AVG	OBP	SLG	Mean Sim OBP	Max Sim OBP	Min Sim OBP	Sim OBP Std. Dev	Mean Change
2002	Barry Bonds	bondb001	612	0.37	0.582	0.799	0.5374444444444444	0.5816993464052288	0.48366013071895425	0.014243167686575716	-0.04455555555555557
2002	Alex Rodriguez	rodra001	725	0.3	0.392	0.623	0.31154896551724137	0.35310344827586204	0.2689655172413793	0.013667222412539594	-0.08045103448275864
2002	Jim Thome	thomj002	613	0.304	0.445	0.677	0.3854910277324633	0.433931484502447	0.34094616639477976	0.014473699074581112	-0.05950897226753671
2002	Vladimir Guerrero	guerv001	709	0.336	0.417	0.593	0.4647785613540198	0.5119887165021156	0.4146685472496474	0.01575692744779291	0.04777856135401981
2002	Brian Giles	gileb002	644	0.298	0.45	0.622	0.3924021739130435	0.4332298136645963	0.34006211180124224	0.014230172725628402	-0.057597826086956516
2002	Jim Edmonds	edmoj001	576	0.311	0.42	0.561	0.30033680555555553	0.3524305555555556	0.2482638888888889	0.01461934138339704	-0.11966319444444445
2002	Jeff Kent	kentj001	682	0.313	0.368	0.565	0.24769061583577714	0.2873900293255132	0.19501466275659823	0.013425770681367804	-0.12030938416422285
2002	Jason Giambi	giamj001	689	0.314	0.435	0.598	0.37979535558780836	0.42380261248185774	0.3367198838896952	0.014616283691419965	-0.05520464441219164
2002	Scott Rolen	roles001	667	0.266	0.357	0.503	0.27153223388305847	0.3238380809595202	0.22938530734632684	0.013895661944122634	-0.08546776611694151
2002	Andruw Jones	jonea002	659	0.264	0.366	0.513	0.3156661608497724	0.36722306525037934	0.26403641881638845	0.014535813925038188	-0.0503338391502276
2002	Lance Berkman	berkl001	692	0.292	0.405	0.578	0.358992774566474	0.4031791907514451	0.3063583815028902	0.014845873934489542	-0.04600722543352603
2002	Chipper Jones	jonec004	662	0.327	0.435	0.536	0.3489546827794562	0.4003021148036254	0.3066465256797583	0.014204083750321212	-0.08604531722054382
2002	Eric Chavez	chave001	653	0.275	0.348	0.513	0.2891209800918836	0.33843797856049007	0.24042879019908117	0.014470305458455153	-0.05887901990811639
2002	Alfonso Soriano	soria001	741	0.3	0.332	0.547	0.2580458839406208	0.3049932523616734	0.2078272604588394	0.014600873547608454	-0.07395411605937924
2002	Todd Helton	heltt001	668	0.329	0.429	0.577	0.3219491017964072	0.3787425149700599	0.2754491017964072	0.013901729300357242	-0.10705089820359281
2002	Mike Cameron	camem001	640	0.239	0.34	0.442	0.2959453125	0.3484375	0.25	0.014286289931735507	-0.04405468750000002
2002	Larry Walker	walkl001	553	0.338	0.421	0.602	0.31174683544303794	0.37613019891500904	0.2640144665461121	0.016119881779909893	-0.10925316455696205
2002	Albert Pujols	pujoa001	675	0.314	0.394	0.561	0.2864651851851852	0.33037037037037037	0.22666666666666666	0.014033096621111744	-0.1075348148148148
2002	Carlos Beltran	beltc001	722	0.273	0.346	0.501	0.2911869806094183	0.3365650969529086	0.24653739612188366	0.013941125750647192	-0.054813019390581696
2002	Manny Ramirez	ramim002	518	0.349	0.45	0.647	0.3107046332046332	0.3687258687258687	0.2606177606177606	0.01586462813212909	-0.1392953667953668
2002	Edgardo Alfonzo	alfoe001	562	0.308	0.391	0.459	0.25273131672597865	0.298932384341637	0.20640569395017794	0.014114335691211389	-0.13826868327402136
2002	Bobby Abreu	abreb001	685	0.308	0.413	0.521	0.3021941605839416	0.3416058394160584	0.25401459854014596	0.014085896126683126	-0.11080583941605837
2002	Luis Gonzalez	gonzl001	633	0.288	0.4	0.496	0.34300157977883095	0.3933649289099526	0.292259083728278	0.015248816354149522	-0.05699842022116908
2002	Derek Jeter	jeted001	730	0.297	0.373	0.421	0.2652506849315069	0.30684931506849317	0.21643835616438356	0.01289483713623307	-0.10774931506849311
2002	Sammy Sosa	sosas001	666	0.288	0.399	0.594	0.40824324324324324	0.45795795795795796	0.35435435435435436	0.015789377462647358	0.009243243243243215
2002	Jacque Jones	jonej003	626	0.3	0.341	0.511	0.25513099041533543	0.30670926517571884	0.2012779552715655	0.015177175255768284	-0.08586900958466459
2002	Corey Koskie	koskc001	576	0.267	0.368	0.447	0.3149826388888889	0.3680555555555556	0.2673611111111111	0.015727592127391152	-0.053017361111111105
2002	Shawn Green	grees001	685	0.285	0.385	0.558	0.3440744525547445	0.3956204379562044	0.291970802919708	0.014550201566287743	-0.040925547445255506
2002	Bernie Williams	willb002	699	0.333	0.415	0.493	0.3177010014306152	0.35765379113018597	0.2718168812589413	0.014349310811982128	-0.09729899856938479
2002	Mark Kotsay	kotsm001	646	0.292	0.359	0.452	0.2554891640866873	0.3080495356037152	0.20743034055727555	0.013747206498338046	-0.10351083591331267
2002	Jeff Bagwell	bagwj001	691	0.291	0.401	0.518	0.3497206946454414	0.402315484804631	0.3068017366136035	0.0142393906577262	-0.0512793053545586
2002	Gary Sheffield	shefg001	579	0.307	0.404	0.512	0.30386701208981	0.37132987910189985	0.2556131260794473	0.014944307163584006	-0.10013298791019004
2002	Nomar Garciaparra	garcn001	693	0.31	0.352	0.528	0.23644733044733046	0.2828282828282828	0.1919191919191919	0.013961473155841056	-0.11555266955266952
2002	Eric Hinske	hinse001	650	0.279	0.365	0.481	0.3102353846153846	0.3523076923076923	0.26153846153846155	0.014653497860776066	-0.05476461538461541
2002	Ichiro Suzuki	suzui001	728	0.321	0.388	0.425	0.2896675824175824	0.33516483516483514	0.25137362637362637	0.013468492769115855	-0.09833241758241762
2002	Ryan Klesko	klesr001	625	0.3	0.388	0.537	0.34619520000000004	0.3936	0.3024	0.015047152346997546	-0.041804799999999975
2002	Randy Winn	winnr001	674	0.298	0.36	0.461	0.2746958456973294	0.3189910979228487	0.22700296735905046	0.014292753602921973	-0.08530415430267058
2002	Mike Sweeney	sweem002	545	0.34	0.417	0.563	0.2950036697247706	0.3431192660550459	0.24220183486238533	0.01569171130172959	-0.12199633027522938
2002	Magglio Ordonez	ordom001	654	0.32	0.381	0.597	0.2608501529051988	0.3119266055045872	0.20030581039755352	0.014098970898038129	-0.1201498470948012
2002	Rafael Palmeiro	palmr001	663	0.273	0.391	0.571	0.37203770739064856	0.4132730015082956	0.3257918552036199	0.0151687769765164	-0.01896229260935145
2002	John Olerud	olerj001	668	0.3	0.403	0.49	0.3140239520958084	0.36377245508982037	0.2694610778443114	0.013794167592949172	-0.08897604790419161
2002	Miguel Tejada	tejam001	715	0.308	0.354	0.508	0.21797202797202797	0.2629370629370629	0.18041958041958042	0.012943460685851428	-0.136027972027972
2002	Jose Hernandez	hernj001	582	0.288	0.356	0.478	0.2727422680412371	0.31958762886597936	0.23024054982817868	0.014393301314180455	-0.0832577319587629
2002	David Eckstein	ecksd001	702	0.293	0.363	0.388	0.19311680911680915	0.23219373219373218	0.15527065527065528	0.011297137876759794	-0.16988319088319084
2002	Pat Burrell	burrp001	684	0.282	0.376	0.544	0.31439035087719297	0.358187134502924	0.26900584795321636	0.013933137959692305	-0.06160964912280703
2002	Carlos Delgado	delgc001	628	0.277	0.406	0.549	0.3766576433121019	0.4410828025477707	0.32961783439490444	0.015559190475042645	-0.02934235668789814
2002	Jose Vidro	vidrj001	681	0.315	0.378	0.49	0.3031850220264317	0.34801762114537443	0.24816446402349487	0.014671129189423239	-0.07481497797356829
2002	Junior Spivey	spivj001	626	0.301	0.389	0.476	0.2822731629392971	0.33386581469648563	0.24281150159744408	0.01434798852578473	-0.1067268370607029
2002	Johnny Damon	damoj001	702	0.286	0.356	0.443	0.2287863247863248	0.27350427350427353	0.19230769230769232	0.013182294310176484	-0.1272136752136752
2002	Steve Finley	finls001	577	0.287	0.37	0.499	0.2762686308492201	0.3223570190641248	0.2322357019064125	0.013791909656876924	-0.0937313691507799
2002	Torii Hunter	huntt001	604	0.289	0.334	0.524	0.2580943708609272	0.3029801324503311	0.21026490066225165	0.014838816466415503	-0.07590562913907284
2002	Adam Dunn	dunna001	676	0.249	0.4	0.454	0.37987130177514794	0.4423076923076923	0.33579881656804733	0.014139683967203201	-0.020128698224852082
2002	Edgar Renteria	rente001	609	0.305	0.364	0.439	0.23574712643678158	0.28078817733990147	0.19047619047619047	0.01403091900074101	-0.1282528735632184
2002	Adrian Beltre	belta001	635	0.257	0.303	0.426	0.2513779527559055	0.28818897637795277	0.2078740157480315	0.01421706927973457	-0.05162204724409447
2002	Mark Bellhorn	bellm002	529	0.258	0.374	0.512	0.32449905482041586	0.391304347826087	0.2608695652173913	0.01708534267483644	-0.049500945179584144
2002	Bret Boone	boonb002	675	0.278	0.339	0.462	0.25815407407407404	0.3037037037037037	0.20296296296296296	0.01363431338058762	-0.08084592592592599
2002	Jorge Posada	posaj001	598	0.268	0.37	0.468	0.32838795986622077	0.3762541806020067	0.2792642140468227	0.015686708020721467	-0.04161204013377923
2002	Cliff Floyd	floyc001	609	0.288	0.388	0.533	0.33904269293924466	0.3957307060755337	0.2939244663382594	0.016057493017687996	-0.04895730706075535
2002	Garret Anderson	andeg001	678	0.306	0.332	0.539	0.21776106194690265	0.26991150442477874	0.17699115044247787	0.013923878556472256	-0.11423893805309737
2002	Robin Ventura	ventr001	562	0.247	0.368	0.458	0.33494128113879	0.3896797153024911	0.2775800711743772	0.015469625983568634	-0.03305871886120998
2002	Troy Glaus	glaut001	671	0.25	0.352	0.453	0.31625335320417286	0.3651266766020864	0.27123695976154993	0.014349343576774896	-0.03574664679582712
2002	Darin Erstad	erstd001	663	0.283	0.313	0.389	0.1959607843137255	0.2398190045248869	0.1583710407239819	0.013333543543047879	-0.11703921568627451
2002	Derrek Lee	lee-d002	688	0.27	0.378	0.494	0.3135087209302325	0.3561046511627907	0.2703488372093023	0.013774912606700771	-0.06449127906976748
2002	Ray Durham	durhr001	659	0.289	0.374	0.45	0.2721092564491654	0.3186646433990895	0.22458270106221548	0.01382818451848829	-0.1018907435508346
2002	Jose Valentin	valej003	527	0.249	0.311	0.479	0.2758690702087287	0.32827324478178366	0.21062618595825428	0.016782878046042827	-0.035130929791271304
2002	Mike Piazza	piazm001	541	0.28	0.359	0.544	0.28070240295748616	0.33826247689463956	0.23475046210720887	0.015503762365272103	-0.07829759704251382
2002	Adam Kennedy	kenna001	509	0.312	0.345	0.449	0.21796267190569743	0.26719056974459726	0.17288801571709234	0.01567349015772628	-0.12703732809430254
2002	Tim Salmon	salmt001	568	0.286	0.38	0.503	0.30372535211267604	0.352112676056338	0.2535211267605634	0.015708266169105024	-0.07627464788732397
2002	Omar Vizquel	vizqo001	663	0.275	0.341	0.418	0.22765761689291103	0.27149321266968324	0.19155354449472098	0.012766693501523641	-0.113342383107089
2002	Shannon Stewart	stews002	641	0.303	0.371	0.442	0.20568954758190328	0.24648985959438377	0.17004680187207488	0.012474797111264601	-0.16531045241809672
2002	Scott Hatteberg	hatts001	568	0.28	0.375	0.433	0.26172359154929575	0.3204225352112676	0.22007042253521128	0.013818608623822979	-0.11327640845070425
2002	Ellis Burks	burke001	570	0.301	0.362	0.541	0.27540000000000003	0.3263157894736842	0.21578947368421053	0.01605174278329709	-0.08659999999999995
2002	Reggie Sanders	sandr002	571	0.25	0.324	0.455	0.24069176882661997	0.2819614711033275	0.20140105078809106	0.013532961091419904	-0.08330823117338004
2002	David Bell	belld002	628	0.261	0.333	0.429	0.24273885350318472	0.28821656050955413	0.20382165605095542	0.014157604667217017	-0.0902611464968153
2002	Melvin Mora	moram002	652	0.233	0.338	0.404	0.27561042944785274	0.3205521472392638	0.23466257668711657	0.01375787041005508	-0.06238957055214728
2002	Richie Sexson	sexsr001	652	0.279	0.363	0.504	0.3090398773006135	0.35736196319018404	0.25766871165644173	0.014968666165000278	-0.05396012269938649
2002	Placido Polanco	polap001	595	0.288	0.33	0.403	0.1963579831932773	0.23529411764705882	0.15966386554621848	0.013864595247670307	-0.13364201680672272
2002	Scott Spiezio	spies001	571	0.285	0.371	0.436	0.29290017513134853	0.3397548161120841	0.23467600700525393	0.014697675103923858	-0.07809982486865147
2002	Mike Lieberthal	liebm001	530	0.279	0.349	0.443	0.2619452830188679	0.30943396226415093	0.21132075471698114	0.015455299240227335	-0.0870547169811321
2002	Kenny Lofton	loftk001	611	0.261	0.35	0.414	0.26968248772504094	0.3158756137479542	0.220949263502455	0.013719096055425083	-0.08031751227495904
2002	Aaron Boone	boona001	685	0.241	0.314	0.439	0.24457080291970804	0.2875912408759124	0.20437956204379562	0.013528753144273936	-0.06942919708029197
2002	Mike Lowell	lowem001	678	0.276	0.346	0.471	0.26136430678466077	0.30678466076696165	0.22123893805309736	0.013540534445761166	-0.0846356932153392
