,IDfg,Season,Name,PA,OBP,O-Swing%,Z-Swing%,Swing%,Zone%,IDrs
9,4727,2011,Jacoby Ellsbury,732,0.376,0.271,0.632,0.437,0.461,ellsj001
3,5631,2011,Matt Kemp,689,0.399,0.32,0.71,0.495,0.4479999999999999,kempm001
0,1887,2011,Jose Bautista,655,0.447,0.247,0.602,0.386,0.392,bautj002
26,8370,2011,Dustin Pedroia,731,0.387,0.2739999999999999,0.608,0.428,0.461,pedrd001
35,6195,2011,Ian Kinsler,723,0.355,0.1939999999999999,0.596,0.375,0.451,kinsi001
2,3410,2011,Ryan Braun,629,0.397,0.31,0.627,0.44,0.407,braur002
11,4747,2011,Curtis Granderson,691,0.364,0.253,0.622,0.406,0.416,granc001
57,4810,2011,Brian McCann,527,0.351,0.3,0.685,0.46,0.414,mccab002
1,1744,2011,Miguel Cabrera,688,0.448,0.311,0.753,0.483,0.389,cabrm001
19,5209,2011,Alex Gordon,690,0.376,0.265,0.6759999999999999,0.447,0.4429999999999999,gorda001
8,4314,2011,Joey Votto,719,0.416,0.249,0.687,0.426,0.4039999999999999,vottj001
39,7435,2011,Ben Zobrist,674,0.353,0.252,0.594,0.402,0.439,zobrb001
15,5222,2011,Justin Upton,674,0.369,0.293,0.703,0.472,0.4379999999999999,uptoj001
33,9368,2011,Evan Longoria,574,0.355,0.259,0.638,0.418,0.42,longe001
6,1908,2011,Adrian Gonzalez,715,0.41,0.344,0.6990000000000001,0.482,0.389,gonza003
50,3364,2011,Miguel Montero,553,0.351,0.3429999999999999,0.77,0.514,0.401,montm001
48,7007,2011,Yadier Molina,518,0.349,0.3279999999999999,0.706,0.51,0.48,moliy001
24,1736,2011,Jose Reyes,586,0.384,0.315,0.5820000000000001,0.426,0.416,reyej001
73,4298,2011,Matt Wieters,551,0.328,0.317,0.684,0.472,0.424,wietm001
32,1677,2011,Shane Victorino,586,0.355,0.287,0.575,0.406,0.413,victs001
21,639,2011,Adrian Beltre,525,0.331,0.362,0.6829999999999999,0.508,0.4539999999999999,belta001
14,3531,2011,Troy Tulowitzki,606,0.372,0.263,0.5770000000000001,0.409,0.465,tulot001
38,9847,2011,Andrew McCutchen,678,0.364,0.2189999999999999,0.628,0.41,0.467,mccua001
47,791,2011,Brandon Phillips,675,0.353,0.342,0.768,0.531,0.445,philb001
60,4229,2011,Howie Kendrick,583,0.338,0.319,0.628,0.462,0.4639999999999999,kendh001
28,3269,2011,Robinson Cano,681,0.349,0.405,0.754,0.546,0.406,canor001
98,9927,2011,Brett Gardner,588,0.345,0.211,0.506,0.351,0.475,gardb001
41,1738,2011,Jhonny Peralta,576,0.345,0.28,0.7020000000000001,0.476,0.4629999999999999,peraj001
4,4613,2011,Prince Fielder,692,0.415,0.307,0.6659999999999999,0.441,0.374,fielp001
5,548,2011,Lance Berkman,587,0.412,0.249,0.7559999999999999,0.46,0.416,berkl001
85,3882,2011,Chris Young,659,0.331,0.259,0.614,0.425,0.465,younc004
18,7476,2011,Alex Avila,551,0.389,0.243,0.665,0.428,0.439,avila001
67,3797,2011,J.J. Hardy,567,0.31,0.308,0.54,0.42,0.481,hardj003
10,1873,2011,Matt Holliday,516,0.388,0.287,0.7290000000000001,0.474,0.424,hollm001
12,589,2011,Carlos Beltran,598,0.385,0.272,0.6679999999999999,0.433,0.405,beltc001
23,8252,2011,Hunter Pence,668,0.37,0.336,0.688,0.48,0.411,pench001
36,1281,2011,Mark Teixeira,684,0.341,0.271,0.6509999999999999,0.419,0.39,teixm001
79,2578,2011,Peter Bourjos,552,0.327,0.3229999999999999,0.63,0.465,0.462,bourp001
106,5223,2011,Cameron Maybin,568,0.323,0.307,0.659,0.4679999999999999,0.4579999999999999,maybc001
20,4949,2011,Giancarlo Stanton,601,0.356,0.327,0.685,0.4629999999999999,0.381,stanm004
96,5133,2011,Alexei Ramirez,684,0.328,0.346,0.628,0.472,0.4479999999999999,ramia003
30,1875,2011,Josh Hamilton,538,0.346,0.4029999999999999,0.8170000000000001,0.565,0.392,hamij003
102,8709,2011,Elvis Andrus,665,0.347,0.247,0.579,0.4039999999999999,0.473,andre001
17,1177,2011,Albert Pujols,651,0.366,0.31,0.629,0.447,0.43,pujoa001
55,4022,2011,Melky Cabrera,706,0.339,0.359,0.6709999999999999,0.495,0.437,cabrm002
82,5015,2011,Melvin Upton Jr.,640,0.331,0.267,0.7070000000000001,0.465,0.45,uptob001
91,4082,2011,Erick Aybar,605,0.322,0.372,0.645,0.494,0.444,aybae001
7,745,2011,David Ortiz,605,0.398,0.271,0.684,0.437,0.401,ortid001
25,1945,2011,Corey Hart,551,0.356,0.264,0.7040000000000001,0.46,0.446,hartc001
68,4962,2011,Asdrubal Cabrera,667,0.332,0.306,0.69,0.473,0.435,cabra002
92,6387,2011,Michael Bourn,722,0.349,0.272,0.62,0.426,0.444,bourm001
49,3353,2011,Matt Joyce,522,0.347,0.282,0.68,0.456,0.437,joycm001
61,4191,2011,Yunel Escobar,590,0.369,0.207,0.632,0.401,0.4579999999999999,escoy001
74,5653,2011,Ryan Roberts,555,0.341,0.239,0.6579999999999999,0.431,0.457,rober002
86,3336,2011,Alberto Callaspo,536,0.366,0.249,0.631,0.416,0.4379999999999999,calla001
93,971,2011,Jimmy Rollins,631,0.338,0.267,0.612,0.41,0.416,rollj001
22,7287,2011,Carlos Gonzalez,542,0.363,0.346,0.6759999999999999,0.481,0.41,gonzc001
34,1935,2011,Kevin Youkilis,517,0.373,0.2289999999999999,0.551,0.375,0.456,youkk001
37,4599,2011,Nick Swisher,635,0.374,0.206,0.6609999999999999,0.3939999999999999,0.413,swisn001
27,1002,2011,Aramis Ramirez,626,0.361,0.363,0.7879999999999999,0.547,0.434,ramia001
40,1849,2011,Rickie Weeks Jr.,515,0.35,0.236,0.6509999999999999,0.43,0.4679999999999999,weekr001
29,1286,2011,Michael Young,689,0.38,0.265,0.6970000000000001,0.476,0.488,younm003
94,9219,2011,Danny Espinosa,658,0.323,0.314,0.6779999999999999,0.466,0.419,espid001
66,6265,2011,Andre Ethier,551,0.368,0.304,0.716,0.479,0.424,ethia001
59,9892,2011,Jay Bruce,664,0.341,0.308,0.728,0.479,0.408,brucj001
72,243,2011,Carlos Lee,653,0.342,0.261,0.6409999999999999,0.437,0.4629999999999999,lee-c001
80,4054,2011,Emilio Bonifacio,641,0.36,0.282,0.565,0.4039999999999999,0.432,bonie001
13,3035,2011,Michael Morse,575,0.36,0.368,0.7040000000000001,0.513,0.432,morsm001
16,242,2011,Paul Konerko,639,0.388,0.2739999999999999,0.627,0.433,0.45,konep001
64,4792,2011,Jeff Francoeur,656,0.329,0.4,0.742,0.546,0.426,franj004
71,3361,2011,Gaby Sanchez,661,0.352,0.313,0.639,0.4539999999999999,0.432,sancg001
77,4579,2011,Starlin Castro,715,0.341,0.3229999999999999,0.675,0.486,0.461,casts001
42,934,2011,Carlos Pena,606,0.357,0.256,0.726,0.444,0.3989999999999999,penac001
52,1534,2011,Michael Cuddyer,584,0.346,0.3289999999999999,0.596,0.455,0.472,cuddm001
75,6368,2011,Adam Jones,618,0.319,0.432,0.718,0.557,0.437,jonea003
95,7539,2011,Neil Walker,662,0.334,0.305,0.65,0.45,0.422,walkn001
116,9848,2011,Austin Jackson,668,0.317,0.27,0.624,0.441,0.483,jacka001
45,1930,2011,Casey Kotchman,563,0.378,0.257,0.618,0.412,0.43,kotcc001
76,5227,2011,Jon Jay,503,0.344,0.311,0.6809999999999999,0.472,0.435,jay-j001
81,3442,2011,Dan Uggla,672,0.311,0.265,0.687,0.456,0.452,uggld001
84,826,2011,Derek Jeter,607,0.355,0.281,0.6859999999999999,0.466,0.457,jeted001
101,1327,2011,Jayson Werth,649,0.33,0.2339999999999999,0.5760000000000001,0.391,0.457,wertj001
115,1609,2011,Omar Infante,640,0.315,0.321,0.606,0.4579999999999999,0.478,infao001
111,9328,2011,Drew Stubbs,681,0.321,0.248,0.653,0.427,0.442,stubd001
120,1176,2011,Placido Polanco,523,0.335,0.2689999999999999,0.603,0.428,0.476,polap001
54,2103,2011,Josh Willingham,563,0.332,0.204,0.607,0.3989999999999999,0.484,willj004
56,4062,2011,Dexter Fowler,563,0.363,0.23,0.674,0.422,0.433,fowld001
87,4556,2011,James Loney,582,0.339,0.304,0.6920000000000001,0.4639999999999999,0.413,lonej001
104,1591,2011,Jamey Carroll,510,0.359,0.226,0.51,0.362,0.48,carrj001
78,731,2011,Torii Hunter,649,0.336,0.291,0.655,0.457,0.456,huntt001
107,2234,2011,Kelly Johnson,613,0.304,0.303,0.68,0.465,0.43,johnk003
118,1572,2011,Coco Crisp,583,0.314,0.2689999999999999,0.6679999999999999,0.4479999999999999,0.449,crisc001
140,6310,2011,Alcides Escobar,598,0.29,0.335,0.6459999999999999,0.486,0.484,escoa003
31,393,2011,Victor Martinez,595,0.38,0.295,0.6,0.424,0.423,martv001
62,97,2011,Chipper Jones,512,0.344,0.25,0.7140000000000001,0.445,0.421,jonec004
88,6876,2011,Mark Trumbo,573,0.291,0.421,0.688,0.535,0.425,trumm001
109,1825,2011,David DeJesus,506,0.323,0.237,0.585,0.389,0.437,dejed001
43,2154,2011,Ryan Howard,644,0.346,0.312,0.716,0.465,0.379,howar001
131,2430,2011,Darwin Barney,571,0.313,0.303,0.5870000000000001,0.447,0.506,barnd001
83,5930,2011,Nick Markakis,716,0.351,0.254,0.618,0.418,0.449,markn001
89,185,2011,Johnny Damon,647,0.326,0.305,0.68,0.467,0.432,damoj001
123,4900,2011,Robert Andino,511,0.327,0.267,0.61,0.429,0.472,andir001
46,2434,2011,Nelson Cruz,513,0.312,0.317,0.7240000000000001,0.505,0.461,cruzn002
117,3395,2011,Cliff Pennington,570,0.319,0.278,0.639,0.44,0.45,pennc001
44,7331,2011,Seth Smith,533,0.347,0.318,0.7120000000000001,0.483,0.42,smits002
51,7399,2011,Billy Butler,673,0.361,0.281,0.63,0.4379999999999999,0.449,butlb003
124,3312,2011,Martin Prado,590,0.302,0.282,0.563,0.414,0.471,pradm001
141,8219,2011,Jason Bartlett,618,0.308,0.282,0.66,0.467,0.49,bartj001
70,3516,2011,Eric Hosmer,563,0.334,0.36,0.68,0.492,0.415,hosme001
90,847,2011,Alfonso Soriano,508,0.289,0.437,0.727,0.5539999999999999,0.4039999999999999,soria001
125,8259,2011,Kurt Suzuki,515,0.301,0.235,0.612,0.421,0.492,suzuk001
133,6885,2011,Ian Desmond,639,0.298,0.301,0.613,0.447,0.469,desmi001
136,1443,2011,Mark Ellis,519,0.288,0.311,0.625,0.46,0.475,ellim001
114,2918,2011,Angel Pagan,532,0.322,0.288,0.636,0.437,0.428,pagaa001
65,9205,2011,Logan Morrison,525,0.33,0.252,0.585,0.3939999999999999,0.425,morrl001
135,9015,2011,Gordon Beckham,557,0.296,0.361,0.684,0.51,0.461,beckg001
69,2151,2011,Edwin Encarnacion,530,0.334,0.281,0.682,0.4629999999999999,0.452,encae001
132,6104,2011,Aaron Hill,571,0.299,0.287,0.648,0.457,0.471,hilla001
63,5361,2011,Freddie Freeman,635,0.346,0.363,0.764,0.517,0.384,freef001
122,9893,2011,Colby Rasmus,526,0.298,0.294,0.7340000000000001,0.482,0.428,rasmc001
137,520,2011,Alex Gonzalez,593,0.27,0.42,0.68,0.54,0.461,gonza002
108,1717,2011,Jason Bay,509,0.329,0.273,0.612,0.425,0.447,bay-j001
134,1326,2011,Vernon Wells,529,0.248,0.346,0.6809999999999999,0.502,0.466,wellv001
53,2396,2011,Carlos Santana,658,0.351,0.211,0.583,0.375,0.441,santc002
110,843,2011,Juan Rivera,521,0.319,0.3329999999999999,0.66,0.473,0.429,rivej001
121,2041,2011,John Buck,530,0.316,0.307,0.73,0.492,0.4379999999999999,buckj001
127,1260,2011,Ryan Ludwick,558,0.31,0.322,0.7240000000000001,0.5,0.4429999999999999,ludwr001
105,8027,2011,Adam Lind,542,0.295,0.363,0.7,0.501,0.41,linda001
100,3086,2011,Mitch Moreland,512,0.32,0.321,0.69,0.474,0.414,morem001
97,945,2011,Bobby Abreu,585,0.353,0.1939999999999999,0.534,0.341,0.432,abreb001
